right_track,economy_better,pres_approval,vote_intention,vote_2020,consider_trump,not_trump,cand_favorability_trump,cand_favorability_biden,trump_biden,employment,gender,census_region,race_ethnicity,household_income,education,age,state,vote_trump,vote_Biden,is_male
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,Midwest,"Black, or African American","$15,000 to $19,999",Associate Degree,40,OH,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$50,000 to $54,999","Completed some graduate, but no degree",69,NY,1,0,0
1,1,Somewhat approve,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Full-time employed,Male,South,White,"$150,000 to $174,999",Masters degree,31,TN,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$50,000 to $54,999",Masters degree,36,GA,0,1,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,West,White,"$200,000 to $249,999",Doctorate degree,39,WA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,NA,NA,Joe Biden,Other:,Female,South,"Black, or African American","Less than $14,999",Completed some high school,41,FL,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Part-time employed,Male,South,Some other race,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",37,NC,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Self-employed,Female,South,White,"$75,000 to $79,999",High school graduate,59,WV,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$200,000 to $249,999",Masters degree,71,FL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Permanently disabled,Female,Midwest,White,"$15,000 to $19,999",High school graduate,58,MN,0,1,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Female,Midwest,White,"$50,000 to $54,999","Completed some college, but no degree",65,IN,1,0,0
0,1,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$15,000 to $19,999","Completed some college, but no degree",45,OH,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Female,South,White,"$125,000 to $149,999",Masters degree,46,FL,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Northeast,White,"$100,000 to $124,999",Associate Degree,41,NY,0,1,0
0,0,Strongly disapprove,"No, I am not eligible to vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",31,FL,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Female,Northeast,White,"Less than $14,999","College Degree (such as B.A., B.S.)",67,ME,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Homemaker,Female,South,White,"$80,000 to $84,999","Completed some college, but no degree",66,FL,0,1,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very unfavorable,Very favorable,Donald Trump,Homemaker,Female,Northeast,White,"$20,000 to $24,999",High school graduate,63,RI,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$100,000 to $124,999",Associate Degree,61,VA,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Haven't heard enough,Very unfavorable,Donald Trump,Part-time employed,Female,Northeast,White,"$60,000 to $64,999",Masters degree,75,PA,1,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Homemaker,Female,Midwest,White,"$50,000 to $54,999","Completed some college, but no degree",46,OH,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Northeast,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",79,PA,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Unemployed or temporarily on layoff,Female,South,White,"$100,000 to $124,999","Completed some college, but no degree",67,VA,1,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Self-employed,Female,Midwest,White,"Less than $14,999","Completed some college, but no degree",31,IL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",41,KY,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,South,"Black, or African American","$80,000 to $84,999","College Degree (such as B.A., B.S.)",24,SC,0,1,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Self-employed,Male,West,White,"$30,000 to $34,999",Completed some high school,44,CO,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,West,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",81,CO,1,0,1
1,1,Somewhat approve,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Donald Trump,Full-time employed,Female,South,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",57,GA,1,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,NA,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$200,000 to $249,999",Masters degree,44,NY,0,1,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$50,000 to $54,999",High school graduate,60,NY,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Midwest,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",68,KS,0,1,0
1,0,Somewhat disapprove,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Somewhat favorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,West,White,"$15,000 to $19,999",Completed some high school,20,AZ,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat favorable,Donald Trump,Self-employed,Male,Northeast,Asian (Chinese),"$50,000 to $54,999","College Degree (such as B.A., B.S.)",28,PA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very favorable,Somewhat unfavorable,Joe Biden,Retired,Male,South,White,"$35,000 to $39,999","Completed some college, but no degree",56,DE,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Someone else,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Retired,Male,South,White,"$50,000 to $54,999","Completed some college, but no degree",75,TX,0,0,1
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very favorable,Very unfavorable,Joe Biden,Other:,Female,Northeast,White,NA,High school graduate,57,PA,0,1,0
1,1,Strongly approve,"No, I am not eligible to vote",Donald Trump,Yes,Yes,Very favorable,Very favorable,Donald Trump,Full-time employed,Female,West,White,"$150,000 to $174,999",Doctorate degree,29,CA,1,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,South,White,"$175,000 to $199,999",Masters degree,40,TX,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$100,000 to $124,999",Associate Degree,56,NC,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$200,000 to $249,999",Doctorate degree,40,NY,1,0,1
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Unemployed or temporarily on layoff,Male,South,White,"$40,000 to $44,999",Completed some high school,19,WV,1,0,1
0,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,South,Asian (Korean),"$100,000 to $124,999","College Degree (such as B.A., B.S.)",38,MD,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,South,Asian (Chinese),NA,"Completed some graduate, but no degree",71,MD,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,Asian (Japanese),"$175,000 to $199,999","College Degree (such as B.A., B.S.)",57,VT,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Student,Male,South,White,NA,"Completed some college, but no degree",25,MD,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Male,South,White,"$45,000 to $49,999","Completed some college, but no degree",31,NC,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$250,000 and above","Completed some graduate, but no degree",61,WI,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Homemaker,Female,Midwest,White,"$30,000 to $34,999",Associate Degree,37,IL,0,1,0
0,0,Strongly approve,Not sure,Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$70,000 to $74,999",High school graduate,52,PA,1,0,1
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very unfavorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$85,000 to $89,999",Associate Degree,46,SC,1,0,1
1,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Female,Midwest,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",30,IL,0,1,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,Northeast,White,"$75,000 to $79,999","Completed some college, but no degree",71,PA,1,0,1
0,0,Strongly approve,"No, I will not vote but I am eligible",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Unemployed or temporarily on layoff,Male,South,White,"Less than $14,999",Completed some high school,61,LA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,NA,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Midwest,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",62,MN,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$30,000 to $34,999",Completed some high school,66,TX,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Male,Midwest,White,"$45,000 to $49,999",High school graduate,60,IL,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat favorable,Donald Trump,Self-employed,Male,Midwest,White,"$45,000 to $49,999","Completed some graduate, but no degree",77,MO,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Permanently disabled,Male,South,White,"$20,000 to $24,999",Doctorate degree,61,NC,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,Don't know,Yes,Somewhat unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Male,South,White,"$30,000 to $34,999",Other post high school vocational training,30,WV,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,Midwest,White,"$20,000 to $24,999",High school graduate,60,OH,0,1,1
1,0,Not sure,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Haven't heard enough,Haven't heard enough,NA,Full-time employed,Male,South,Some other race,"$50,000 to $54,999","Completed some college, but no degree",37,VA,NA,0,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,No,NA,Somewhat unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Female,South,White,"$150,000 to $174,999",Associate Degree,62,TX,0,0,0
0,1,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Yes,Yes,Very unfavorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,American Indian or Alaska Native,"$150,000 to $174,999",High school graduate,19,OK,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",31,NJ,0,1,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$250,000 and above",Masters degree,43,NY,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Don't know,No,Somewhat unfavorable,Very unfavorable,Donald Trump,Retired,Male,Northeast,White,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",71,NY,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Very favorable,Very unfavorable,Donald Trump,Retired,Male,Midwest,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",63,IL,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,West,White,"$90,000 to $94,999",Completed some high school,58,CA,0,1,1
1,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat favorable,Don't Know,Full-time employed,Male,Northeast,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",58,NJ,0,0,1
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$100,000 to $124,999",Masters degree,37,NY,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,NA,Somewhat unfavorable,Somewhat unfavorable,Joe Biden,Retired,Male,Midwest,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",70,OH,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,South,White,"$250,000 and above",High school graduate,62,KY,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Self-employed,Male,Midwest,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",65,OH,1,0,1
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Unemployed or temporarily on layoff,Male,West,White,"$20,000 to $24,999",High school graduate,32,AZ,1,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",45,MI,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat unfavorable,Don't Know,Full-time employed,Male,South,White,"$40,000 to $44,999",High school graduate,26,TX,0,0,1
0,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,South,White,"$40,000 to $44,999",High school graduate,69,AL,1,0,0
0,0,Strongly disapprove,"No, I am not eligible to vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Permanently disabled,Male,Northeast,"Black, or African American","Less than $14,999","College Degree (such as B.A., B.S.)",56,PA,0,1,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very unfavorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",40,NY,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$125,000 to $149,999",Doctorate degree,39,OH,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",41,NY,0,0,1
